booking_id,booking_id_string,county_name,booking_timestamp,release_timestamp,known_misdemeanor
50,2017-10-27 21:34:23 est | 107733,athens-clarke,2017-10-27 21:34:23 est,,1
51,2017-10-30 20:49:53 est | 127000,athens-clarke,2017-10-30 20:49:53 est,2017-10-30 23:38:00 est,1
52,2017-10-25 18:21:53 est | 33288,athens-clarke,2017-10-25 18:21:53 est,2017-10-26 18:32:00 est,1
53,2017-10-26 21:04:05 est | 68389,athens-clarke,2017-10-26 21:04:05 est,2017-10-27 12:46:00 est,1
54,2017-10-25 16:35:16 est | 97152,athens-clarke,2017-10-25 16:35:16 est,2017-10-27 18:04:00 est,0
55,2017-10-27 14:55:01 est | 126924,athens-clarke,2017-10-27 14:55:01 est,2017-10-27 22:31:00 est,1
56,2017-10-29 22:58:28 est | 120725,athens-clarke,2017-10-29 22:58:28 est,2017-10-30 13:01:00 est,1
57,2017-10-31 14:46:43 est | 46299,athens-clarke,2017-10-31 14:46:43 est,2017-11-01 10:47:00 est,1
58,2017-10-31 23:01:25 est | 127033,athens-clarke,2017-10-31 23:01:25 est,2017-11-01 10:38:00 est,1
59,2017-10-30 18:23:34 est | 126997,athens-clarke,2017-10-30 18:23:34 est,2017-10-31 11:57:00 est,1
60,2017-10-26 21:52:34 est | 126912,athens-clarke,2017-10-26 21:52:34 est,2017-10-27 04:27:00 est,1
61,2017-10-29 03:24:35 est | 97958,athens-clarke,2017-10-29 03:24:35 est,2017-10-29 04:29:00 est,1
62,2017-10-28 13:30:03 est | 126957,athens-clarke,2017-10-28 13:30:03 est,2017-10-29 12:43:00 est,1
63,2017-10-27 20:18:05 est | 123610,athens-clarke,2017-10-27 20:18:05 est,2017-10-28 02:06:00 est,1
64,2017-10-30 21:01:54 est | 31670,athens-clarke,2017-10-30 21:01:54 est,,1
65,2017-10-31 23:10:31 est | 88232,athens-clarke,2017-10-31 23:10:31 est,,1
66,2017-10-28 13:34:30 est | 36255,athens-clarke,2017-10-28 13:34:30 est,2017-11-04 01:11:00 est,1
67,2017-10-26 12:52:10 est | 123125,athens-clarke,2017-10-26 12:52:10 est,2017-10-28 06:04:00 est,1
68,2017-10-26 17:13:50 est | 126904,athens-clarke,2017-10-26 17:13:50 est,,1
69,2017-10-29 03:54:21 est | 126973,athens-clarke,2017-10-29 03:54:21 est,2017-10-29 05:55:00 est,1
70,2017-10-29 18:29:19 est | 112897,athens-clarke,2017-10-29 18:29:19 est,2017-10-29 20:40:00 est,1
71,2017-10-29 09:25:08 est | 115812,athens-clarke,2017-10-29 09:25:08 est,,1
72,2017-10-28 21:56:01 est | 34972,athens-clarke,2017-10-28 21:56:01 est,2017-10-29 00:21:00 est,1
73,2017-10-25 05:53:15 est | 126879,athens-clarke,2017-10-25 05:53:15 est,,1
74,2017-10-27 20:55:58 est | 126940,athens-clarke,2017-10-27 20:55:58 est,,1
75,2017-10-29 00:19:01 est | 33594,athens-clarke,2017-10-29 00:19:01 est,2017-10-29 12:26:00 est,1
76,2017-10-25 17:05:45 est | 57101,athens-clarke,2017-10-25 17:05:45 est,2017-10-26 10:01:00 est,0
77,2017-10-25 16:10:25 est | 94484,athens-clarke,2017-10-25 16:10:25 est,2017-10-26 13:18:00 est,1
78,2017-10-27 19:08:28 est | 56003,athens-clarke,2017-10-27 19:08:28 est,2017-10-29 17:06:00 est,1
79,2017-10-30 10:32:26 est | 81980,athens-clarke,2017-10-30 10:32:26 est,,1
80,2017-10-30 17:49:49 est | 117945,athens-clarke,2017-10-30 17:49:49 est,,1
81,2017-10-26 16:51:23 est | 78084,athens-clarke,2017-10-26 16:51:23 est,2017-10-27 15:20:00 est,1
82,2017-10-25 20:53:47 est | 121414,athens-clarke,2017-10-25 20:53:47 est,2017-10-26 18:03:00 est,1
83,2017-10-31 01:08:09 est | 127004,athens-clarke,2017-10-31 01:08:09 est,2017-10-31 10:48:00 est,1
84,2017-11-01 02:25:56 est | 127035,athens-clarke,2017-11-01 02:25:56 est,2017-11-01 10:55:00 est,1
85,2017-10-26 04:05:24 est | 126895,athens-clarke,2017-10-26 04:05:24 est,2017-10-27 16:09:00 est,1
86,2017-10-29 04:50:33 est | 100873,athens-clarke,2017-10-29 04:50:33 est,2017-10-29 06:31:00 est,1
87,2017-10-28 20:17:37 est | 126961,athens-clarke,2017-10-28 20:17:37 est,2017-10-29 15:25:00 est,1
88,2017-10-26 04:37:04 est | 126896,athens-clarke,2017-10-26 04:37:04 est,2017-10-26 05:53:00 est,1
89,2017-10-26 18:05:30 est | 53148,athens-clarke,2017-10-26 18:05:30 est,2017-10-27 10:56:00 est,1
90,2017-10-29 10:15:41 est | 124765,athens-clarke,2017-10-29 10:15:41 est,2017-10-29 21:26:00 est,1
91,2017-10-25 20:17:25 est | 46946,athens-clarke,2017-10-25 20:17:25 est,2017-10-27 09:51:00 est,0
92,2017-10-30 17:16:39 est | 32532,athens-clarke,2017-10-30 17:16:39 est,,1
93,2017-10-27 22:39:12 est | 126944,athens-clarke,2017-10-27 22:39:12 est,2017-10-28 01:14:00 est,1
94,2017-10-30 03:10:55 est | 124189,athens-clarke,2017-10-30 03:10:55 est,,1
95,2017-10-27 18:50:14 est | 73568,athens-clarke,2017-10-27 18:50:14 est,,1
96,2017-10-26 22:58:04 est | 72489,athens-clarke,2017-10-26 22:58:04 est,2017-10-27 00:05:00 est,1
97,2017-10-27 09:21:55 est | 121709,athens-clarke,2017-10-27 09:21:55 est,2017-11-01 16:24:00 est,1
98,2017-10-31 01:13:31 est | 127005,athens-clarke,2017-10-31 01:13:31 est,2017-10-31 10:44:00 est,1
99,2017-10-31 21:16:12 est | 93758,athens-clarke,2017-10-31 21:16:12 est,2017-11-01 18:29:00 est,1
100,2017-10-29 06:51:38 est | 126982,athens-clarke,2017-10-29 06:51:38 est,2017-10-29 12:50:00 est,1
101,2017-10-26 17:13:32 est | 126905,athens-clarke,2017-10-26 17:13:32 est,2017-10-26 21:36:00 est,1
102,2017-10-27 22:36:04 est | 125085,athens-clarke,2017-10-27 22:36:04 est,2017-10-28 01:02:00 est,1
103,2017-10-26 01:53:12 est | 126892,athens-clarke,2017-10-26 01:53:12 est,2017-10-26 11:59:00 est,1
104,2017-10-26 16:34:41 est | 100215,athens-clarke,2017-10-26 16:34:41 est,,1
105,2017-10-29 21:07:24 est | 94142,athens-clarke,2017-10-29 21:07:24 est,2017-10-30 14:39:00 est,1
106,2017-10-28 08:51:29 est | 64902,athens-clarke,2017-10-28 08:51:29 est,2017-10-28 18:46:00 est,1
107,2017-10-31 17:07:04 est | 127019,athens-clarke,2017-10-31 17:07:04 est,2017-11-02 16:22:00 est,1
108,2017-10-26 18:49:59 est | 102571,athens-clarke,2017-10-26 18:49:59 est,2017-10-31 07:25:00 est,1
109,2017-11-01 05:20:36 est | 127037,athens-clarke,2017-11-01 05:20:36 est,,0
110,2017-11-01 10:05:58 est | 127040,athens-clarke,2017-11-01 10:05:58 est,2017-11-06 09:15:00 est,0
111,2017-11-01 11:32:43 est | 53525,athens-clarke,2017-11-01 11:32:43 est,,1
112,2017-11-01 14:11:33 est | 59652,athens-clarke,2017-11-01 14:11:33 est,2017-11-03 09:18:00 est,1
113,2017-11-01 13:46:55 est | 95915,athens-clarke,2017-11-01 13:46:55 est,,1
114,2017-11-01 15:41:52 est | 106722,athens-clarke,2017-11-01 15:41:52 est,,0
115,2017-11-01 14:31:06 est | 75187,athens-clarke,2017-11-01 14:31:06 est,,1
116,2017-11-01 12:22:26 est | 71329,athens-clarke,2017-11-01 12:22:26 est,,1
117,2017-11-01 18:09:10 est | 76688,athens-clarke,2017-11-01 18:09:10 est,2017-11-02 14:39:00 est,0
118,2017-11-01 20:40:45 est | 115804,athens-clarke,2017-11-01 20:40:45 est,2017-11-02 18:55:00 est,1
119,2017-11-01 21:38:22 est | 127057,athens-clarke,2017-11-01 21:38:22 est,2017-11-02 12:25:00 est,1
120,2017-11-02 00:44:04 est | 68304,athens-clarke,2017-11-02 00:44:04 est,2017-11-02 18:14:00 est,0
121,2017-11-02 01:30:06 est | 127061,athens-clarke,2017-11-02 01:30:06 est,2017-11-02 11:45:00 est,1
122,2017-11-02 00:08:45 est | 31604,athens-clarke,2017-11-02 00:08:45 est,,1
123,2017-11-02 04:51:21 est | 106527,athens-clarke,2017-11-02 04:51:21 est,,1
124,2017-11-02 05:24:44 est | 51988,athens-clarke,2017-11-02 05:24:44 est,2017-11-02 12:34:00 est,1
125,2017-11-02 11:25:19 est | 127071,athens-clarke,2017-11-02 11:25:19 est,2017-11-02 14:54:00 est,1
126,2017-11-02 11:43:27 est | 61353,athens-clarke,2017-11-02 11:43:27 est,,0
127,2017-11-02 08:48:56 est | 50584,athens-clarke,2017-11-02 08:48:56 est,,1
128,2017-11-02 11:46:25 est | 74149,athens-clarke,2017-11-02 11:46:25 est,,0
129,2017-11-02 09:13:26 est | 49989,athens-clarke,2017-11-02 09:13:26 est,,1
130,2017-11-02 12:12:04 est | 32154,athens-clarke,2017-11-02 12:12:04 est,,0
131,2017-11-02 13:56:54 est | 117745,athens-clarke,2017-11-02 13:56:54 est,2017-11-02 17:15:00 est,1
132,2017-11-02 12:07:49 est | 113346,athens-clarke,2017-11-02 12:07:49 est,,0
133,2017-11-02 12:31:11 est | 127075,athens-clarke,2017-11-02 12:31:11 est,2017-11-02 14:48:00 est,1
134,2017-11-02 14:53:23 est | 57226,athens-clarke,2017-11-02 14:53:23 est,2017-11-04 04:54:00 est,1
135,2017-11-02 16:16:28 est | 120131,athens-clarke,2017-11-02 16:16:28 est,,1
136,2017-11-02 18:40:15 est | 78930,athens-clarke,2017-11-02 18:40:15 est,2017-11-03 14:49:00 est,1
137,2017-11-02 17:51:52 est | 96846,athens-clarke,2017-11-02 17:51:52 est,,1
138,2017-11-02 21:46:17 est | 76120,athens-clarke,2017-11-02 21:46:17 est,,1
139,2017-11-02 23:11:23 est | 127083,athens-clarke,2017-11-02 23:11:23 est,2017-11-03 02:28:00 est,0
140,2017-11-02 23:44:24 est | 127085,athens-clarke,2017-11-02 23:44:24 est,2017-11-03 01:09:00 est,0
141,2017-11-02 23:12:57 est | 88298,athens-clarke,2017-11-02 23:12:57 est,,1
142,2017-11-03 03:11:06 est | 127095,athens-clarke,2017-11-03 03:11:06 est,2017-11-03 12:24:00 est,1
143,2017-11-03 01:02:47 est | 75088,athens-clarke,2017-11-03 01:02:47 est,2017-11-03 03:41:00 est,1
144,2017-11-03 00:34:04 est | 127086,athens-clarke,2017-11-03 00:34:04 est,2017-11-03 02:42:00 est,1
145,2017-11-03 03:07:58 est | 127092,athens-clarke,2017-11-03 03:07:58 est,2017-11-03 10:23:00 est,1
146,2017-11-03 04:25:51 est | 127098,athens-clarke,2017-11-03 04:25:51 est,2017-11-03 05:50:00 est,1
147,2017-11-03 05:25:38 est | 127101,athens-clarke,2017-11-03 05:25:38 est,2017-11-03 22:18:00 est,1
148,2017-11-03 05:45:56 est | 127103,athens-clarke,2017-11-03 05:45:56 est,2017-11-03 10:26:00 est,1
149,2017-11-03 04:23:46 est | 69198,athens-clarke,2017-11-03 04:23:46 est,,1
150,2017-11-03 11:12:01 est | 49091,athens-clarke,2017-11-03 11:12:01 est,2017-11-03 13:30:00 est,1
151,2017-11-03 09:49:49 est | 116347,athens-clarke,2017-11-03 09:49:49 est,2017-11-03 15:24:00 est,1
152,2017-11-03 09:49:05 est | 118489,athens-clarke,2017-11-03 09:49:05 est,2017-11-05 09:15:00 est,1
153,2017-11-03 10:24:15 est | 123767,athens-clarke,2017-11-03 10:24:15 est,2017-11-04 04:04:00 est,1
154,2017-11-03 14:02:08 est | 56026,athens-clarke,2017-11-03 14:02:08 est,,0
155,2017-11-03 17:29:53 est | 74130,athens-clarke,2017-11-03 17:29:53 est,2017-11-04 15:10:00 est,0
156,2017-11-03 15:24:15 est | 125356,athens-clarke,2017-11-03 15:24:15 est,2017-11-03 18:25:00 est,1
157,2017-11-03 16:02:12 est | 61810,athens-clarke,2017-11-03 16:02:12 est,2017-11-03 18:00:00 est,1
158,2017-11-03 18:57:15 est | 32356,athens-clarke,2017-11-03 18:57:15 est,,0
159,2017-11-03 18:21:36 est | 86532,athens-clarke,2017-11-03 18:21:36 est,,1
160,2017-11-03 18:19:09 est | 96719,athens-clarke,2017-11-03 18:19:09 est,,1
161,2017-11-03 18:49:53 est | 110468,athens-clarke,2017-11-03 18:49:53 est,,0
162,2017-11-03 22:05:19 est | 127119,athens-clarke,2017-11-03 22:05:19 est,2017-11-04 02:46:00 est,1
163,2017-11-03 23:37:45 est | 96321,athens-clarke,2017-11-03 23:37:45 est,2017-11-04 04:01:00 est,1
164,2017-11-03 22:36:36 est | 121019,athens-clarke,2017-11-03 22:36:36 est,2017-11-04 09:31:00 est,1
165,2017-11-03 22:55:34 est | 56003,athens-clarke,2017-11-03 22:55:34 est,2017-10-29 17:06:00 est,1
166,2017-11-03 22:30:43 est | 73568,athens-clarke,2017-11-03 22:30:43 est,,1
167,2017-11-03 21:29:17 est | 105968,athens-clarke,2017-11-03 21:29:17 est,2017-11-04 12:22:00 est,1
168,2017-11-03 23:27:18 est | 120371,athens-clarke,2017-11-03 23:27:18 est,,1
169,2017-11-04 03:21:42 est | 127130,athens-clarke,2017-11-04 03:21:42 est,2017-11-04 10:56:00 est,1
170,2017-11-03 23:44:31 est | 127122,athens-clarke,2017-11-03 23:44:31 est,2017-11-04 13:17:00 est,1
171,2017-11-04 01:13:57 est | 107733,athens-clarke,2017-11-04 01:13:57 est,,1
172,2017-11-04 02:15:28 est | 64314,athens-clarke,2017-11-04 02:15:28 est,2017-11-04 05:53:00 est,1
173,2017-11-04 02:33:13 est | 127126,athens-clarke,2017-11-04 02:33:13 est,2017-11-04 08:52:00 est,1
174,2017-11-04 01:56:29 est | 50584,athens-clarke,2017-11-04 01:56:29 est,2017-11-04 00:57:00 est,1
175,2017-11-04 03:13:17 est | 127128,athens-clarke,2017-11-04 03:13:17 est,2017-11-04 12:24:00 est,1
176,2017-11-04 02:09:31 est | 49989,athens-clarke,2017-11-04 02:09:31 est,2017-11-04 19:49:00 est,1
177,2017-11-04 00:42:21 est | 61212,athens-clarke,2017-11-04 00:42:21 est,,1
178,2017-11-04 05:29:31 est | 127141,athens-clarke,2017-11-04 05:29:31 est,2017-11-04 11:02:00 est,1
179,2017-11-04 04:26:43 est | 127132,athens-clarke,2017-11-04 04:26:43 est,2017-11-04 06:48:00 est,1
180,2017-11-04 06:52:14 est | 127144,athens-clarke,2017-11-04 06:52:14 est,2017-11-04 11:05:00 est,1
181,2017-11-04 04:36:33 est | 127134,athens-clarke,2017-11-04 04:36:33 est,2017-11-04 11:04:00 est,1
182,2017-11-04 04:52:22 est | 127136,athens-clarke,2017-11-04 04:52:22 est,2017-11-06 09:56:00 est,0
183,2017-11-04 06:05:10 est | 125766,athens-clarke,2017-11-04 06:05:10 est,2017-11-08 11:12:00 est,1
184,2017-11-04 09:50:39 est | 127148,athens-clarke,2017-11-04 09:50:39 est,2017-11-04 12:48:00 est,1
185,2017-11-04 10:10:27 est | 127149,athens-clarke,2017-11-04 10:10:27 est,2017-11-04 12:36:00 est,1
186,2017-11-04 11:02:50 est | 41549,athens-clarke,2017-11-04 11:02:50 est,2017-11-06 10:13:00 est,0
187,2017-11-04 09:24:10 est | 127146,athens-clarke,2017-11-04 09:24:10 est,2017-11-04 12:50:00 est,1
188,2017-11-04 14:33:04 est | 96110,athens-clarke,2017-11-04 14:33:04 est,,1
189,2017-11-04 18:15:57 est | 123054,athens-clarke,2017-11-04 18:15:57 est,2017-11-04 20:44:00 est,1
190,2017-11-04 18:56:19 est | 127155,athens-clarke,2017-11-04 18:56:19 est,2017-11-04 20:43:00 est,1
191,2017-11-04 23:18:48 est | 127173,athens-clarke,2017-11-04 23:18:48 est,2017-11-05 01:22:00 est,1
192,2017-11-04 23:05:09 est | 127169,athens-clarke,2017-11-04 23:05:09 est,2017-11-10 22:59:00 est,1
193,2017-11-04 22:27:28 est | 127163,athens-clarke,2017-11-04 22:27:28 est,2017-11-05 03:04:00 est,1
194,2017-11-04 22:02:11 est | 98841,athens-clarke,2017-11-04 22:02:11 est,2017-11-05 07:57:00 est,1
195,2017-11-04 23:33:57 est | 127175,athens-clarke,2017-11-04 23:33:57 est,2017-11-05 04:06:00 est,1
196,2017-11-04 22:13:43 est | 119158,athens-clarke,2017-11-04 22:13:43 est,,1
197,2017-11-04 22:36:12 est | 127167,athens-clarke,2017-11-04 22:36:12 est,2017-11-05 00:55:00 est,0
198,2017-11-04 22:41:43 est | 127165,athens-clarke,2017-11-04 22:41:43 est,2017-11-10 13:56:00 est,1
199,2017-11-04 23:04:12 est | 127170,athens-clarke,2017-11-04 23:04:12 est,2017-11-05 03:13:00 est,1
200,2017-11-05 01:54:34 est | 127192,athens-clarke,2017-11-05 01:54:34 est,2017-11-05 06:43:00 est,1
201,2017-11-04 23:46:13 est | 127177,athens-clarke,2017-11-04 23:46:13 est,2017-11-05 04:02:00 est,1
202,2017-11-05 01:01:50 est | 127182,athens-clarke,2017-11-05 01:01:50 est,2017-11-05 06:02:00 est,1
203,2017-11-05 01:23:48 est | 60711,athens-clarke,2017-11-05 01:23:48 est,2017-11-05 05:10:00 est,1
204,2017-11-05 02:07:30 est | 127194,athens-clarke,2017-11-05 02:07:30 est,2017-11-05 18:52:00 est,1
205,2017-11-05 01:47:54 est | 117855,athens-clarke,2017-11-05 01:47:54 est,2017-11-05 05:07:00 est,1
206,2017-11-05 01:51:22 est | 127190,athens-clarke,2017-11-05 01:51:22 est,2017-11-05 05:22:00 est,1
207,2017-11-05 01:21:55 est | 127184,athens-clarke,2017-11-05 01:21:55 est,2017-11-05 04:06:00 est,1
208,2017-11-05 00:37:43 est | 127180,athens-clarke,2017-11-05 00:37:43 est,2017-11-05 03:09:00 est,1
209,2017-11-05 01:41:25 est | 127188,athens-clarke,2017-11-05 01:41:25 est,2017-11-05 06:01:00 est,1
210,2017-11-05 04:56:06 est | 104298,athens-clarke,2017-11-05 04:56:06 est,2017-11-06 09:46:00 est,1
211,2017-11-05 07:22:55 est | 45866,athens-clarke,2017-11-05 07:22:55 est,2017-11-05 10:18:00 est,1
212,2017-11-05 04:08:41 est | 127198,athens-clarke,2017-11-05 04:08:41 est,2017-11-05 09:50:00 est,1
213,2017-11-05 09:27:51 est | 124240,athens-clarke,2017-11-05 09:27:51 est,2017-11-10 01:05:00 est,1
214,2017-11-05 18:47:10 est | 127212,athens-clarke,2017-11-05 18:47:10 est,2017-11-05 22:53:00 est,1
215,2017-11-05 17:11:04 est | 127205,athens-clarke,2017-11-05 17:11:04 est,,1
216,2017-11-05 18:26:01 est | 127209,athens-clarke,2017-11-05 18:26:01 est,2017-11-05 21:21:00 est,1
217,2017-11-05 17:50:00 est | 127207,athens-clarke,2017-11-05 17:50:00 est,2017-11-05 22:32:00 est,1
218,2017-11-05 21:09:20 est | 93052,athens-clarke,2017-11-05 21:09:20 est,,0
219,2017-11-05 22:44:21 est | 54285,athens-clarke,2017-11-05 22:44:21 est,,1
220,2017-11-05 23:21:15 est | 106591,athens-clarke,2017-11-05 23:21:15 est,2017-11-06 10:45:00 est,1
221,2017-11-05 20:33:03 est | 118979,athens-clarke,2017-11-05 20:33:03 est,2017-11-10 01:03:00 est,1
222,2017-11-05 22:08:48 est | 48743,athens-clarke,2017-11-05 22:08:48 est,,1
223,2017-11-05 20:28:10 est | 42226,athens-clarke,2017-11-05 20:28:10 est,,0
224,2017-11-06 02:48:10 est | 32237,athens-clarke,2017-11-06 02:48:10 est,2017-11-12 18:19:00 est,1
225,2017-11-06 01:30:49 est | 86069,athens-clarke,2017-11-06 01:30:49 est,2017-11-06 04:59:00 est,1
226,2017-11-06 00:31:06 est | 115664,athens-clarke,2017-11-06 00:31:06 est,2017-11-06 03:16:00 est,1
227,2017-11-06 15:27:38 est | 118248,athens-clarke,2017-11-06 15:27:38 est,2017-11-10 14:08:00 est,1
228,2017-11-06 12:33:07 est | 69297,athens-clarke,2017-11-06 12:33:07 est,,1
229,2017-11-06 18:13:14 est | 33858,athens-clarke,2017-11-06 18:13:14 est,,1
230,2017-11-06 20:41:45 est | 37047,athens-clarke,2017-11-06 20:41:45 est,2017-11-10 13:27:00 est,1
231,2017-11-06 20:46:20 est | 56145,athens-clarke,2017-11-06 20:46:20 est,2017-11-07 11:21:00 est,1
232,2017-11-07 04:09:10 est | 54112,athens-clarke,2017-11-07 04:09:10 est,2017-11-07 05:34:00 est,1
233,2017-11-07 11:45:51 est | 36332,athens-clarke,2017-11-07 11:45:51 est,,1
234,2017-11-07 10:12:15 est | 32561,athens-clarke,2017-11-07 10:12:15 est,2017-11-12 09:06:00 est,1
235,2017-11-07 13:54:19 est | 80098,athens-clarke,2017-11-07 13:54:19 est,2017-11-14 03:05:00 est,0
236,2017-11-07 13:31:03 est | 127236,athens-clarke,2017-11-07 13:31:03 est,2017-11-08 14:23:00 est,1
237,2017-11-07 12:58:49 est | 127233,athens-clarke,2017-11-07 12:58:49 est,2017-11-08 18:29:00 est,1
238,2017-11-07 15:18:40 est | 127240,athens-clarke,2017-11-07 15:18:40 est,,0
239,2017-11-07 18:04:52 est | 46761,athens-clarke,2017-11-07 18:04:52 est,2017-11-08 13:39:00 est,1
240,2017-11-07 16:11:32 est | 127243,athens-clarke,2017-11-07 16:11:32 est,2017-11-08 16:31:00 est,1
241,2017-11-07 17:38:44 est | 76414,athens-clarke,2017-11-07 17:38:44 est,,1
242,2017-11-07 21:56:58 est | 63912,athens-clarke,2017-11-07 21:56:58 est,,0
243,2017-11-08 00:39:00 est | 127255,athens-clarke,2017-11-08 00:39:00 est,2017-11-08 03:00:00 est,1
244,2017-11-08 02:04:42 est | 109718,athens-clarke,2017-11-08 02:04:42 est,2017-11-09 13:02:00 est,1
245,2017-11-08 01:16:05 est | 33495,athens-clarke,2017-11-08 01:16:05 est,2017-11-08 09:54:00 est,0
246,2017-11-08 00:41:57 est | 127256,athens-clarke,2017-11-08 00:41:57 est,2017-11-08 02:11:00 est,1
247,2017-11-08 09:21:36 est | 79052,athens-clarke,2017-11-08 09:21:36 est,2017-11-11 03:41:00 est,1
